node_id,D0,S1,S2,S3,S4,S5,S6,S7,S8,S9,F1,F2,F3,F4,F5,F6,F7,F8,F9
D0,0.0,1.1457583307985335,13.104629484670182,20.119394190724098,57.41487863699455,11.452909789737898,14.573602200090745,12.09215177211261,37.24296655682841,57.39455550899628,22.009607845196772,35.57969403509897,21.548314951524052,36.01147329690284,36.030204756678906,11.452909644215547,22.05313611287036,35.39650591670619,24.0163529634216
S1,1.1457583307985335,0.0,13.319890556118434,19.277273767905395,57.072493604009686,10.312828057001173,15.276020081062203,12.177859278564357,38.046405385947956,57.3842016556357,20.9021827168115,35.424574822165205,20.43997312796534,35.87867260538424,35.89920747168179,10.312827911719157,20.94680017973888,35.269779335197086,22.945351169017815
S2,13.104629484670182,13.319890556118434,0.0,16.96473668910136,46.035859314013855,17.84447288325782,25.629702127812756,25.101724389335626,46.43245955936822,70.41293070852662,24.39021969792036,48.68417605669446,24.03898771295862,49.115128513501574,49.1336300998324,17.844472768074095,24.384639060327146,48.49935560871901,24.864917090225994
S3,20.119394190724098,19.277273767905395,16.96473668910136,0.0,41.357490080519185,12.801979447149732,34.496162487466,29.72977950202963,57.321651703762484,72.09977508121955,10.040257334793347,49.47652377273955,9.925060604143132,50.121829011629934,50.158535116247556,12.80197948104711,9.985743522665892,49.60237628699301,8.995761011497654
S4,57.41487863699455,57.072493604009686,46.035859314013855,41.357490080519185,0.0,53.91148525753576,71.4098012371619,69.10207573538075,92.3491190928438,113.23099791281533,49.25776015041846,90.63439467677235,49.40972993075384,91.24571982266811,91.27923812064482,53.91148526636467,49.17191146679334,90.70236837675537,46.53768753990442
S5,11.452909789737898,10.312828057001173,17.84447288325782,12.801979447149732,53.91148525753576,0.0,23.761424544760704,17.639328706149,46.53056365079456,59.36678702396549,10.850629617795915,36.74800149563343,10.384177176675342,37.37735300732079,37.41271518932187,1.472010832630932e-07,10.906843463366931,36.84798984276387,13.279857795911624
S6,14.573602200090745,15.276020081062203,25.629702127812756,34.496162487466,71.4098012371619,23.761424544760704,0.0,8.247684625636374,22.89253606242828,46.61536377282215,34.525643091872006,27.235738717989978,34.06269088323222,27.373022106579157,27.369428442252747,23.76142442570685,34.58880562283344,26.73500787497958,37.04111032651489
S7,12.09215177211261,12.177859278564357,25.101724389335626,29.72977950202963,69.10207573538075,17.639328706149,8.247684625636374,0.0,29.44862663967729,45.31911359497501,27.8911318626506,23.7799316469506,27.44323234709059,24.149813883305843,24.16395043519241,17.639328614589072,27.96370716401989,23.522467851434694,30.65473178979463
S8,37.24296655682841,38.046405385947956,46.43245955936822,57.321651703762484,92.3491190928438,46.53056365079456,22.89253606242828,29.44862663967729,0.0,40.714896662548206,57.16139260601709,32.29803062456957,56.70424868717522,31.822820475429257,31.777922192317263,46.53056353822017,57.22932643471077,31.41528695594774,59.788567793756506
S9,57.39455550899628,57.3842016556357,70.41293070852662,72.09977508121955,113.23099791281533,59.36678702396549,46.61536377282215,45.31911359497501,40.714896662548206,0.0,66.0562488233683,22.623537051200472,65.75231807210889,21.99052838367284,21.955869854849055,59.366787006655954,66.14655069476086,22.528853783415506,69.12981684349889
F1,22.009607845196772,20.9021827168115,24.39021969792036,10.040257334793347,49.25776015041846,10.850629617795915,34.525643091872006,27.8911318626506,57.16139260601709,66.0562488233683,0.0,43.681124655753464,0.4665362583405852,44.40770685883432,44.45218089376388,10.850629748610064,0.09048491565254048,43.96230255332142,3.0860613377180948
F2,35.57969403509897,35.424574822165205,48.68417605669446,49.47652377273955,90.63439467677235,36.74800149563343,27.235738717989978,23.7799316469506,32.29803062456957,22.623537051200472,43.681124655753464,0.0,43.35614928796108,0.829590336950776,0.8882117545861921,36.748001479775795,43.77089470476847,0.9003843736171764,46.76590323882348
F3,21.548314951524052,20.43997312796534,24.03898771295862,9.925060604143132,49.40972993075384,10.384177176675342,34.06269088323222,27.44323234709059,56.70424868717522,65.75231807210889,0.4665362583405852,43.35614928796108,0.0,44.079669938741866,44.123838145310486,10.384177307433216,0.5261559573737399,43.63082353399117,3.4373882678650367
F4,36.01147329690284,35.87867260538424,49.115128513501574,50.121829011629934,91.24571982266811,37.37735300732079,27.373022106579157,24.149813883305843,31.822820475429257,21.99052838367284,44.40770685883432,0.829590336950776,44.079669938741866,0.0,0.06025970804654105,37.37735298933063,44.4973700929108,0.6408681916091504,47.49314736927147
